EventDateTime,epoch,value
2023-09-14 22:01:16,1694728876,2.40
2023-09-14 22:01:26,1694728886,427.40
2023-09-14 22:01:36,1694728896,172.80
2023-09-14 22:01:46,1694728906,9.60
2023-09-14 22:01:56,1694728916,114.20
2023-09-14 22:02:06,1694728926,113.80
2023-09-14 22:02:16,1694728936,0.20
2023-09-14 22:02:26,1694728946,807.40
2023-09-14 22:02:36,1694728956,0.20
2023-09-14 22:02:46,1694728966,0.00
2023-09-14 22:02:56,1694728976,114.20
2023-09-14 22:03:06,1694728986,113.60
2023-09-14 22:03:16,1694728996,115.60
2023-09-14 22:03:26,1694729006,0.00
2023-09-14 22:03:36,1694729016,0.00
2023-09-14 22:03:46,1694729026,0.00
2023-09-14 22:03:56,1694729036,229.20
2023-09-14 22:04:06,1694729046,0.00
2023-09-14 22:04:16,1694729056,0.40
2023-09-14 22:04:26,1694729066,0.00
2023-09-14 22:04:36,1694729076,0.40
2023-09-14 22:04:46,1694729086,0.00
2023-09-14 22:04:56,1694729096,113.60
2023-09-14 22:05:06,1694729106,0.00
2023-09-14 22:05:16,1694729116,0.20
2023-09-14 22:05:26,1694729126,0.00
2023-09-14 22:05:36,1694729136,115.80
2023-09-14 22:05:46,1694729146,0.00
2023-09-14 22:05:56,1694729156,113.60
2023-09-14 22:06:06,1694729166,0.00
2023-09-14 22:06:16,1694729176,0.40
2023-09-14 22:06:26,1694729186,0.00
2023-09-14 22:06:36,1694729196,0.20
2023-09-14 22:06:46,1694729206,0.00
2023-09-14 22:06:56,1694729216,113.20
2023-09-14 22:07:06,1694729226,0.00
2023-09-14 22:07:16,1694729236,0.80
2023-09-14 22:07:26,1694729246,0.20
2023-09-14 22:07:36,1694729256,0.00
2023-09-14 22:07:46,1694729266,0.00
2023-09-14 22:07:56,1694729276,113.20
2023-09-14 22:08:06,1694729286,0.00
2023-09-14 22:08:16,1694729296,0.00
2023-09-14 22:08:26,1694729306,115.40
