EventDateTime,epoch,value
2023-09-14 21:28:03,1694726883,3.09
2023-09-14 21:28:13,1694726893,75.20
2023-09-14 21:28:23,1694726903,37.00
2023-09-14 21:28:33,1694726913,27.00
2023-09-14 21:28:43,1694726923,27.30
2023-09-14 21:28:53,1694726933,21.07
2023-09-14 21:29:03,1694726943,19.57
2023-09-14 21:29:13,1694726953,14.47
2023-09-14 21:29:23,1694726963,15.23
2023-09-14 21:29:33,1694726973,14.80
2023-09-14 21:29:43,1694726983,12.40
2023-09-14 21:29:53,1694726993,11.00
2023-09-14 21:30:03,1694727003,18.70
2023-09-14 21:30:13,1694727013,11.47
2023-09-14 21:30:23,1694727023,11.83
2023-09-14 21:30:33,1694727033,9.23
2023-09-14 21:30:43,1694727043,11.60
2023-09-14 21:30:53,1694727053,10.30
2023-09-14 21:31:03,1694727063,9.23
2023-09-14 21:31:13,1694727073,6.13
2023-09-14 21:31:23,1694727083,8.57
2023-09-14 21:31:33,1694727093,7.57
2023-09-14 21:31:43,1694727103,6.20
2023-09-14 21:31:53,1694727113,6.83
2023-09-14 21:32:03,1694727123,10.60
2023-09-14 21:32:13,1694727133,5.80
2023-09-14 21:32:23,1694727143,7.53
2023-09-14 21:32:33,1694727153,7.70
2023-09-14 21:32:43,1694727163,6.17
2023-09-14 21:32:53,1694727173,6.07
2023-09-14 21:33:03,1694727183,5.67
2023-09-14 21:33:13,1694727193,6.53
2023-09-14 21:33:23,1694727203,6.70
2023-09-14 21:33:33,1694727213,4.90
