EventDateTime,epoch,value
2023-09-13 21:35:42,1694640942,803.00
2023-09-13 21:35:52,1694640952,715.00
2023-09-13 21:36:02,1694640962,716.00
2023-09-13 21:36:12,1694640972,703.00
2023-09-13 21:36:22,1694640982,694.00
2023-09-13 21:36:32,1694640992,697.00
2023-09-13 21:36:42,1694641002,694.00
2023-09-13 21:36:52,1694641012,689.00
2023-09-13 21:37:02,1694641022,692.00
2023-09-13 21:37:12,1694641032,689.00
2023-09-13 21:37:22,1694641042,686.00
2023-09-13 21:37:32,1694641052,688.00
2023-09-13 21:37:42,1694641062,685.00
2023-09-13 21:37:52,1694641072,683.00
2023-09-13 21:38:02,1694641082,685.00
2023-09-13 21:38:12,1694641092,684.00
2023-09-13 21:38:22,1694641102,682.00
2023-09-13 21:38:32,1694641112,684.00
2023-09-13 21:38:42,1694641122,682.00
2023-09-13 21:38:52,1694641132,681.00
2023-09-13 21:39:02,1694641142,683.00
2023-09-13 21:39:12,1694641152,682.00
2023-09-13 21:39:22,1694641162,681.00
2023-09-13 21:39:32,1694641172,682.00
2023-09-13 21:39:42,1694641182,681.00
2023-09-13 21:39:52,1694641192,680.00
2023-09-13 21:40:02,1694641202,681.00
2023-09-13 21:40:12,1694641212,681.00
2023-09-13 21:40:22,1694641222,680.00
2023-09-13 21:40:32,1694641232,681.00
2023-09-13 21:40:42,1694641242,680.00
2023-09-13 21:40:52,1694641252,679.00
2023-09-13 21:41:02,1694641262,680.00
2023-09-13 21:41:12,1694641272,680.00
2023-09-13 21:41:22,1694641282,679.00
2023-09-13 21:41:32,1694641292,680.00
2023-09-13 21:41:42,1694641302,679.00
2023-09-13 21:41:52,1694641312,679.00
2023-09-13 21:42:02,1694641322,679.00
2023-09-13 21:42:12,1694641332,679.00
2023-09-13 21:42:22,1694641342,678.00
2023-09-13 21:42:32,1694641352,679.00
2023-09-13 21:42:42,1694641362,679.00
2023-09-13 21:42:52,1694641372,678.00
2023-09-13 21:43:02,1694641382,679.00
2023-09-13 21:43:12,1694641392,679.00
2023-09-13 21:43:22,1694641402,678.00
2023-09-13 21:43:32,1694641412,679.00
2023-09-13 21:43:42,1694641422,679.00
2023-09-13 21:43:52,1694641432,679.00
2023-09-13 21:44:02,1694641442,679.00
2023-09-13 21:44:12,1694641452,679.00
2023-09-13 21:44:22,1694641462,679.00
2023-09-13 21:44:32,1694641472,679.00
2023-09-13 21:44:42,1694641482,679.00
2023-09-13 21:44:52,1694641492,679.00
2023-09-13 21:45:02,1694641502,679.00
2023-09-13 21:45:12,1694641512,679.00
2023-09-13 21:45:22,1694641522,679.00
2023-09-13 21:45:32,1694641532,679.00
2023-09-13 21:45:42,1694641542,679.00
2023-09-13 21:45:52,1694641552,679.00
2023-09-13 21:46:02,1694641562,679.00
2023-09-13 21:46:12,1694641572,679.00
2023-09-13 21:46:22,1694641582,679.00
2023-09-13 21:46:32,1694641592,679.00
2023-09-13 21:46:42,1694641602,679.00
2023-09-13 21:46:52,1694641612,679.00
2023-09-13 21:47:02,1694641622,679.00
2023-09-13 21:47:12,1694641632,679.00
2023-09-13 21:47:22,1694641642,679.00
2023-09-13 21:47:32,1694641652,679.00
2023-09-13 21:47:42,1694641662,679.00
2023-09-13 21:47:52,1694641672,679.00
2023-09-13 21:48:02,1694641682,679.00
2023-09-13 21:48:12,1694641692,679.00
2023-09-13 21:48:22,1694641702,679.00
2023-09-13 21:48:32,1694641712,679.00
2023-09-13 21:48:42,1694641722,679.00
2023-09-13 21:48:52,1694641732,679.00
2023-09-13 21:49:02,1694641742,679.00
2023-09-13 21:49:12,1694641752,679.00
2023-09-13 21:49:22,1694641762,679.00
2023-09-13 21:49:32,1694641772,679.00
2023-09-13 21:49:42,1694641782,679.00
2023-09-13 21:49:52,1694641792,679.00
2023-09-13 21:50:02,1694641802,679.00
2023-09-13 21:50:12,1694641812,679.00
2023-09-13 21:50:22,1694641822,679.00
2023-09-13 21:50:32,1694641832,679.00
2023-09-13 21:50:42,1694641842,679.00
2023-09-13 21:50:52,1694641852,679.00
2023-09-13 21:51:02,1694641862,679.00
2023-09-13 21:51:12,1694641872,679.00
2023-09-13 21:51:22,1694641882,679.00
2023-09-13 21:51:32,1694641892,679.00
2023-09-13 21:51:42,1694641902,679.00
