EventDateTime,epoch,value
2023-09-14 17:47:34,1694713654,151.60
2023-09-14 17:47:44,1694713664,151.60
2023-09-14 17:47:54,1694713674,151.80
2023-09-14 17:48:04,1694713684,153.60
2023-09-14 17:48:14,1694713694,151.40
2023-09-14 17:48:24,1694713704,151.00
2023-09-14 17:48:34,1694713714,148.00
2023-09-14 17:48:44,1694713724,155.20
2023-09-14 17:48:54,1694713734,153.80
2023-09-14 17:49:04,1694713744,153.40
2023-09-14 17:49:14,1694713754,151.20
2023-09-14 17:49:24,1694713764,150.80
2023-09-14 17:49:34,1694713774,154.80
2023-09-14 17:49:44,1694713784,151.60
2023-09-14 17:49:54,1694713794,147.20
2023-09-14 17:50:04,1694713804,152.40
2023-09-14 17:50:14,1694713814,155.40
2023-09-14 17:50:24,1694713824,152.80
2023-09-14 17:50:34,1694713834,148.80
2023-09-14 17:50:44,1694713844,151.60
2023-09-14 17:50:54,1694713854,153.60
2023-09-14 17:51:04,1694713864,152.00
2023-09-14 17:51:14,1694713874,151.60
2023-09-14 17:51:24,1694713884,150.00
2023-09-14 17:51:34,1694713894,149.40
2023-09-14 17:51:44,1694713904,153.60
2023-09-14 17:51:54,1694713914,151.40
2023-09-14 17:52:04,1694713924,152.80
2023-09-14 17:52:14,1694713934,153.20
2023-09-14 17:52:24,1694713944,152.20
2023-09-14 17:52:34,1694713954,151.80
2023-09-14 17:52:44,1694713964,152.40
2023-09-14 17:52:54,1694713974,153.20
2023-09-14 17:53:04,1694713984,153.20
2023-09-14 17:53:14,1694713994,149.40
2023-09-14 17:53:24,1694714004,154.40
2023-09-14 17:53:34,1694714014,153.20
2023-09-14 17:53:44,1694714024,151.60
2023-09-14 17:53:54,1694714034,155.00
2023-09-14 17:54:04,1694714044,151.00
2023-09-14 17:54:14,1694714054,152.20
2023-09-14 17:54:24,1694714064,152.20
2023-09-14 17:54:34,1694714074,152.20
2023-09-14 17:54:44,1694714084,151.80
2023-09-14 17:54:54,1694714094,152.20
2023-09-14 17:55:04,1694714104,151.80
2023-09-14 17:55:14,1694714114,152.60
2023-09-14 17:55:24,1694714124,151.40
2023-09-14 17:55:34,1694714134,154.00
2023-09-14 17:55:44,1694714144,150.80
2023-09-14 17:55:54,1694714154,151.20
2023-09-14 17:56:04,1694714164,153.40
2023-09-14 17:56:14,1694714174,151.20
2023-09-14 17:56:24,1694714184,154.00
