EventDateTime,epoch,value
2023-09-14 14:51:18,1694703078,0.00
2023-09-14 14:51:28,1694703088,0.00
2023-09-14 14:51:38,1694703098,0.00
2023-09-14 14:51:48,1694703108,16.85
2023-09-14 14:51:58,1694703118,0.00
2023-09-14 14:52:08,1694703128,0.00
2023-09-14 14:52:18,1694703138,0.00
2023-09-14 14:52:28,1694703148,9.21
2023-09-14 14:52:38,1694703158,0.00
2023-09-14 14:52:48,1694703168,0.00
2023-09-14 14:52:58,1694703178,0.00
2023-09-14 14:53:08,1694703188,3.05
2023-09-14 14:53:18,1694703198,0.00
2023-09-14 14:53:28,1694703208,0.00
2023-09-14 14:53:38,1694703218,0.00
2023-09-14 14:53:48,1694703228,0.00
2023-09-14 14:53:58,1694703238,0.00
2023-09-14 14:54:08,1694703248,0.00
2023-09-14 14:54:18,1694703258,0.00
2023-09-14 14:54:28,1694703268,0.00
2023-09-14 14:54:38,1694703278,0.00
