EventDateTime,epoch,value
2023-09-14 19:55:14,1694721314,55.20
2023-09-14 19:55:24,1694721324,45.20
2023-09-14 19:55:34,1694721334,43.05
2023-09-14 19:55:44,1694721344,42.00
2023-09-14 19:55:54,1694721354,41.60
2023-09-14 19:56:04,1694721364,41.40
2023-09-14 19:56:14,1694721374,0.00
2023-09-14 19:56:24,1694721384,0.00
2023-09-14 19:56:34,1694721394,0.00
2023-09-14 19:56:44,1694721404,0.00
2023-09-14 19:56:54,1694721414,0.00
2023-09-14 19:57:04,1694721424,40.60
2023-09-14 19:57:14,1694721434,0.00
2023-09-14 19:57:24,1694721444,0.00
2023-09-14 19:57:34,1694721454,0.00
2023-09-14 19:57:44,1694721464,0.00
2023-09-14 19:57:54,1694721474,40.40
2023-09-14 19:58:04,1694721484,0.00
2023-09-14 19:58:14,1694721494,0.00
2023-09-14 19:58:24,1694721504,0.00
2023-09-14 19:58:34,1694721514,0.00
2023-09-14 19:58:44,1694721524,0.00
2023-09-14 19:58:54,1694721534,40.20
2023-09-14 19:59:04,1694721544,0.00
2023-09-14 19:59:14,1694721554,0.00
2023-09-14 19:59:24,1694721564,0.00
2023-09-14 19:59:34,1694721574,0.00
2023-09-14 19:59:44,1694721584,0.20
2023-09-14 19:59:54,1694721594,40.20
2023-09-14 20:00:04,1694721604,0.00
2023-09-14 20:00:14,1694721614,0.00
2023-09-14 20:00:24,1694721624,0.00
2023-09-14 20:00:34,1694721634,0.00
2023-09-14 20:00:44,1694721644,0.00
2023-09-14 20:00:54,1694721654,0.00
2023-09-14 20:01:04,1694721664,0.00
2023-09-14 20:01:14,1694721674,0.00
2023-09-14 20:01:24,1694721684,0.00
2023-09-14 20:01:34,1694721694,0.00
2023-09-14 20:01:44,1694721704,0.00
2023-09-14 20:01:54,1694721714,0.00
2023-09-14 20:02:04,1694721724,0.00
2023-09-14 20:02:14,1694721734,0.00
2023-09-14 20:02:24,1694721744,0.00
2023-09-14 20:02:34,1694721754,0.00
2023-09-14 20:02:44,1694721764,0.00
2023-09-14 20:02:54,1694721774,0.00
2023-09-14 20:03:04,1694721784,0.00
2023-09-14 20:03:14,1694721794,0.00
2023-09-14 20:03:24,1694721804,0.00
2023-09-14 20:03:34,1694721814,0.00
2023-09-14 20:03:44,1694721824,0.00
2023-09-14 20:03:54,1694721834,0.00
2023-09-14 20:04:04,1694721844,0.00
2023-09-14 20:04:14,1694721854,0.00
2023-09-14 20:04:24,1694721864,0.00
2023-09-14 20:04:34,1694721874,0.00
2023-09-14 20:04:44,1694721884,0.00
2023-09-14 20:04:54,1694721894,0.00
2023-09-14 20:05:04,1694721904,0.00
2023-09-14 20:05:14,1694721914,0.00
2023-09-14 20:05:24,1694721924,0.00
2023-09-14 20:05:34,1694721934,0.00
2023-09-14 20:05:44,1694721944,0.00
2023-09-14 20:05:54,1694721954,0.00
2023-09-14 20:06:04,1694721964,0.00
2023-09-14 20:06:14,1694721974,0.00
2023-09-14 20:06:24,1694721984,0.00
2023-09-14 20:06:34,1694721994,0.00
2023-09-14 20:06:44,1694722004,0.00
2023-09-14 20:06:54,1694722014,0.00
2023-09-14 20:07:04,1694722024,0.00
2023-09-14 20:07:14,1694722034,0.00
2023-09-14 20:07:24,1694722044,0.00
2023-09-14 20:07:34,1694722054,0.00
2023-09-14 20:07:44,1694722064,0.00
2023-09-14 20:07:54,1694722074,0.00
2023-09-14 20:08:04,1694722084,0.00
2023-09-14 20:08:14,1694722094,0.00
2023-09-14 20:08:24,1694722104,0.00
2023-09-14 20:08:34,1694722114,0.00
2023-09-14 20:08:44,1694722124,0.00
2023-09-14 20:08:54,1694722134,0.00
2023-09-14 20:09:04,1694722144,0.00
2023-09-14 20:09:14,1694722154,0.00
2023-09-14 20:09:24,1694722164,0.00
2023-09-14 20:09:34,1694722174,0.00
2023-09-14 20:09:44,1694722184,0.00
2023-09-14 20:09:54,1694722194,0.00
2023-09-14 20:10:04,1694722204,0.00
2023-09-14 20:10:14,1694722214,0.00
2023-09-14 20:10:24,1694722224,0.00
2023-09-14 20:10:34,1694722234,0.00
2023-09-14 20:10:44,1694722244,0.00
2023-09-14 20:10:54,1694722254,0.00
2023-09-14 20:11:04,1694722264,0.00
2023-09-14 20:11:14,1694722274,0.00
2023-09-14 20:11:24,1694722284,0.00
2023-09-14 20:11:34,1694722294,0.00
